locality,proprety_type,price,bedrooms,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool,commune_code
7170 Manage,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,3.0,1,0.0,7170
6060 Gilly,1,115000,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6060
7130 Binche,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,90.0,3.0,1,0.0,7130
4020 Lige,1,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,3,0.0,4020
7380 Quivrain,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,2.0,2,0.0,7380
5540 Hastiere,4,115000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,2.0,4,0.0,5540
6044 Charleroi Roux,4,115000,2.0,2,0.0,0.0,1.0,20.0,1.0,120.0,124.0,220.0,2.0,1,0.0,6044
6110 Montigny-le-Tilleul,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,110.0,200.0,3.0,2,0.0,6110
8450 Bredene,4,115000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,8450
6140 FONTAINE-LEVEQUE,4,115000,4.0,2,0.0,0.0,0.0,0.0,1.0,580.0,0.0,663.0,3.0,4,0.0,6140
7301 BOUSSU HORNU,4,115000,3.0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,150.0,3.0,0,0.0,7301
8400 Oostende,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,5,0.0,8400
6001 Charleroi Marcinelle,1,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,4,0.0,6001
5000 Namur,1,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,5000
4480 Engis,1,115000,1.0,2,0.0,0.0,1.0,20.0,0.0,0.0,60.0,0.0,3.0,4,0.0,4480
4051 Vaux-sous-Chvremont,4,115000,3.0,2,0.0,0.0,1.0,41.0,0.0,0.0,176.0,135.0,2.0,4,0.0,4051
4420 Saint-Nicolas,4,115000,3.0,2,0.0,0.0,0.0,0.0,1.0,380.0,120.0,509.0,3.0,4,0.0,4420
1770 Liedekerke,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,2,0.0,1770
7100 Haine-St-Pierre,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,1,0.0,7100
1070 Anderlecht,1,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,0.0,1070
6860 Leglise,4,115000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,360.0,1124.0,2.0,1,0.0,6860
4101 Jemeppe-sur-Meuse,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,4101
8370 Blankenberge,4,115000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8370
1080 Molenbeek-Saint-Jean,0,115000,2.0,2,0.0,0.0,1.0,7.0,0.0,0.0,44.0,0.0,1.0,4,0.0,1080
3000 Leuven,4,115000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,3000
3271 Averbode,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,2.0,1,0.0,3271
8400 Oostende,0,115000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,4,0.0,8400
3400 Landen,1,115000,1.0,4,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,2.0,2,0.0,3400
3070 Kortenberg,0,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,3.0,4,0.0,3070
1180 Uccle,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,4,0.0,1180
1050 Ixelles,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,2,0.0,1050
9300 Aalst,4,115000,3.0,4,0.0,0.0,1.0,5.0,0.0,0.0,110.0,50.0,2.0,2,0.0,9300
1080 Molenbeek-Saint-Jean,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,1080
7100 La Louviere,1,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,4,0.0,7100
4020 Lige 2,0,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4020
4470 SAINT-GEORGES-SUR-MEUSE,4,115000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3.0,2,0.0,4470
7100 La Louvire,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,75.0,42.0,2.0,4,0.0,7100
7800 Ath,4,115000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,50.0,2.0,1,0.0,7800
2000 Antwerp,4,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,5,0.0,2000
5500 Dinant,1,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,4,0.0,5500
5503 Sorinnes,1,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,4,0.0,5503
7090 Braine-le-Comte,1,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,7090
8670 Sint-Idesbald,4,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,5,0.0,8670
8660 De Panne,1,115000,1.0,2,0.0,0.0,1.0,5.0,0.0,0.0,51.0,0.0,2.0,4,0.0,8660
8660 De Panne,1,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,1,0.0,8660
3970 Leopoldsburg,1,115000,1.0,0,0.0,0.0,1.0,4.0,0.0,0.0,60.0,0.0,2.0,3,0.0,3970
1367 BOMAL,4,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2230.0,4.0,1,0.0,1367
4990 Sart,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,82.0,442.0,4.0,1,0.0,4990
1350 Orp-Jauche,4,115000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,3.0,2,0.0,1350
3630 Maasmechelen,1,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,4,0.0,3630
7090 Braine-le-Comte,1,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,4,0.0,7090
8370 Blankenberge,1,115000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,4,0.0,8370
4041 Vottem,4,115000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,362.0,3.0,2,0.0,4041
1480 Tubize,1,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,4,0.0,1480
8434 Westende,0,115000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,4,0.0,8434
5030 Gembloux,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,5,0.0,5030
1480 Tubize,4,115000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,3.0,2,0.0,1480
6150 Anderlues,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,164.0,310.0,2.0,2,0.0,6150
7380 Quivrain,4,115000,3.0,0,0.0,0.0,0.0,0.0,1.0,2500.0,177.0,2870.0,4.0,1,0.0,7380
4610 Bellaire,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,99.0,151.0,3.0,4,0.0,4610
2000 Antwerpen,0,115000,1.0,2,1.0,0.0,0.0,0.0,1.0,44.0,18.0,0.0,2.0,5,0.0,2000
6032 Mont-sur-Marchienne,1,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,4,0.0,6032
7034 Obourg,4,115000,2.0,2,0.0,0.0,0.0,0.0,1.0,440.0,0.0,479.0,2.0,4,0.0,7034
7340 Colfontaine,4,115000,3.0,4,0.0,0.0,0.0,0.0,1.0,84.0,104.0,130.0,2.0,4,0.0,7340
4400 FLMALLE-GRANDE,4,115000,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,2.0,2,0.0,4400
8930 Menen,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,5,0.0,8930
1200 Woluwe-St-Lambert,1,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,1200
4910 Theux,4,115000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,2,0.0,4910
4800 Verviers,1,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,2.0,4,0.0,4800
8434 Westende,0,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,4,0.0,8434
7641 Bruyelle,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,3.0,4,0.0,7641
6061 Charleroi Montignies-sur-Sambre,1,115000,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,2.0,4,0.0,6061
8000 Brugge,4,115000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,4,0.0,8000
7300 Boussu,4,115000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2.0,4,0.0,7300
8434 Middelkerke,0,115000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8434
4420 Saint-Nicolas,4,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,68.0,42.0,1.0,3,0.0,4420
6030 Marchienne-au-Pont,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,6030
7340 Colfontaine Wasmes,4,115000,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,3.0,4,0.0,7340
7134 Pronnes-lez-Binche,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,2.0,2,0.0,7134
5651 Thy-le-chteau,4,115000,2.0,2,0.0,0.0,0.0,0.0,1.0,22.0,123.0,0.0,2.0,4,0.0,5651
7640 Antoing,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,4,0.0,7640
6030 Marchienne-au-Pont,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,6030
9200 Dendermonde,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,2.0,4,0.0,9200
9700 Oudenaarde,4,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,3.0,1,0.0,9700
5620 Florennes,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,2.0,4,0.0,5620
5500 Falmignoul,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3.0,4,0.0,5500
6560 Erquelinnes,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,2.0,4,0.0,6560
7170 Fayt-lez-Manage,4,115000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7170
7320 Bernissart,4,115000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7320
6150 Anderlues,4,115000,1.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6150
2880 Bornem,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,80.0,2.0,1,0.0,2880
9600 Ronse,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,9600
6001 Charleroi Marcinelle,4,115000,2.0,2,0.0,0.0,0.0,0.0,1.0,500.0,120.0,0.0,3.0,4,0.0,6001
6032 Charleroi Mont-sur-Marchienne,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,3.0,4,0.0,6032
7600 Peruwelz,1,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0,5,0.0,7600
6060 Charleroi,4,115000,3.0,2,0.0,0.0,0.0,0.0,1.0,350.0,115.0,0.0,2.0,4,0.0,6060
6183 Courcelles Trazegnies,4,115000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,0.0,6183
1070 Anderlecht,0,115000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,4,0.0,1070
6044 Charleroi Roux,4,115000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,4,0.0,6044
6060 Gilly,4,115000,2.0,4,0.0,0.0,0.0,0.0,1.0,500.0,120.0,0.0,2.0,4,0.0,6060
1082 Berchem-Sainte-Agathe,0,115000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,1082
9600 Ronse,4,115000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,9600
4800 Verviers,1,115700,1.0,0,0.0,0.0,1.0,9.0,0.0,0.0,73.0,0.0,2.0,5,0.0,4800
7500 Tournai,1,116000,1.0,2,0.0,0.0,1.0,3.0,0.0,0.0,50.0,0.0,2.0,5,0.0,7500
3600 Genk,4,116000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,134.0,170.0,2.0,4,0.0,3600
7301 Hornu,4,116000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,4,0.0,7301
6560 Solre-sur-Sambre,4,116000,2.0,2,0.0,0.0,0.0,0.0,1.0,400.0,63.0,450.0,2.0,4,0.0,6560
8800 Roeselare,1,116000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8800
8930 Menen,4,117000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,103.0,86.0,2.0,1,0.0,8930
3550 Heusden-Zolder,4,117000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,944.0,3.0,1,0.0,3550
7160 Chapelle-lez-Herlaimont,4,117000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,7160
9320 Aalst,1,117000,2.0,2,0.0,0.0,1.0,4.0,0.0,0.0,70.0,0.0,2.0,2,0.0,9320
1083 Ganshoren,1,117000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,1083
7012 Jemappes,4,117000,3.0,4,0.0,0.0,1.0,12.0,0.0,0.0,102.0,0.0,2.0,4,0.0,7012
8500 Kortrijk,1,117000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,4,0.0,8500
7110 Houdeng-Aimeries,4,117000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,2.0,1,0.0,7110
5537 Anhee,4,117000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,49.0,2.0,1,0.0,5537
4860 Pepinster,4,117500,4.0,2,0.0,0.0,1.0,40.0,1.0,150.0,135.0,250.0,2.0,2,0.0,4860
6000 Charleroi,4,117500,3.0,4,0.0,0.0,1.0,11.0,0.0,0.0,109.0,0.0,2.0,2,0.0,6000
4020 Lige 2,4,117500,2.0,4,0.0,0.0,1.0,20.0,1.0,80.0,0.0,212.0,2.0,4,0.0,4020
8800 Roeselare,1,117500,2.0,4,0.0,0.0,1.0,25.0,0.0,0.0,86.0,0.0,2.0,4,0.0,8800
8501 Bissegem,4,117500,3.0,2,0.0,0.0,1.0,25.0,0.0,0.0,0.0,118.0,2.0,1,0.0,8501
7134 Leval-Trahegnies,4,117500,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7134
6600 BASTOGNE,1,118000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,4,0.0,6600
6001 Marcinelle,4,118000,3.0,2,0.0,0.0,0.0,0.0,1.0,120.0,145.0,205.0,2.0,2,0.0,6001
5660 Mariembourg,4,118000,2.0,2,0.0,0.0,1.0,10.0,1.0,10.0,84.0,55.0,2.0,4,0.0,5660
2018 Antwerp,0,118000,1.0,4,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,2.0,5,0.0,2018
8370 Blankenberge,0,118000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,5,0.0,8370
7012 Flnu,4,118000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,3.0,2,0.0,7012
8511 Aalbeke,4,118000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,103.0,178.0,2.0,2,0.0,8511
4870 Trooz,4,118000,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,125.0,2.0,0,0.0,4870
4700 Eupen,4,118000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,65.0,94.0,2.0,1,0.0,4700
8800 Roeselare,1,118000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,8800
7340 WASMES,4,118000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,2.0,4,0.0,7340
4130 TILFF,4,118467,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,4,0.0,4130
7320 Bernissart,4,118500,1.0,6,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,5,0.0,7320
4000 Lige,1,118500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,4,0.0,4000
9200 BAASRODE,1,119000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,2.0,2,0.0,9200
4500 Huy,4,119000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,30.0,2.0,4,0.0,4500
4020 Lige,1,119000,2.0,4,0.0,0.0,1.0,4.0,0.0,0.0,81.0,0.0,2.0,4,0.0,4020
4032 Lige Chne,4,119000,3.0,0,0.0,0.0,1.0,15.0,0.0,0.0,160.0,112.0,2.0,1,0.0,4032
4032 CHNE,4,119000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,120.0,2.0,1,0.0,4032
5542 Hastire,4,119000,2.0,6,0.0,0.0,1.0,17.0,0.0,0.0,60.0,17.0,2.0,5,0.0,5542
4030 GRIVEGNE,4,119000,1.0,4,0.0,0.0,0.0,0.0,1.0,50.0,118.0,125.0,2.0,4,0.0,4030
8200 Brugge,4,119000,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,5,0.0,8200
4051 Chaudfontaine Vaux-sous-Chvremont,4,119000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,1,0.0,4051
4460 GRCE-HOLLOGNE,4,119000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,1,0.0,4460
8400 Oostende,0,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,4,0.0,8400
6041 Charleroi Gosselies,4,119000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,80.0,120.0,2.0,1,0.0,6041
8434 Westende,0,119000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,4,0.0,8434
4020 Liege,4,119000,2.0,0,0.0,0.0,0.0,0.0,1.0,100.0,82.0,190.0,2.0,2,0.0,4020
8670 Koksijde,1,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,4,0.0,8670
5070 Fosses-la-Ville,4,119000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,226.0,70.0,2.0,4,0.0,5070
6120 Ham-sur-Heure-Nalinnes,4,119000,4.0,0,0.0,0.0,0.0,0.0,1.0,300.0,180.0,401.0,3.0,0,0.0,6120
1090 Jette,1,119000,1.0,2,0.0,0.0,1.0,2.0,0.0,0.0,45.0,0.0,4.0,4,0.0,1090
6000 Charleroi,1,119000,2.0,2,0.0,0.0,1.0,3.0,0.0,0.0,82.0,0.0,2.0,4,0.0,6000
7340 WASMES,4,119000,2.0,0,0.0,0.0,1.0,20.0,1.0,70.0,200.0,290.0,2.0,1,0.0,7340
4000 Lige,4,119000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4000
6020 Charleroi Dampremy,4,119000,3.0,2,0.0,0.0,0.0,0.0,1.0,80.0,140.0,150.0,2.0,2,0.0,6020
8430 Middelkerke,0,119000,2.0,2,0.0,0.0,1.0,20.0,0.0,0.0,42.0,0.0,2.0,4,0.0,8430
4000 Liege,1,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,3,0.0,4000
5377 Noiseux,3,119000,2.0,2,0.0,0.0,1.0,36.0,1.0,366.0,55.0,366.0,4.0,5,0.0,5377
7141 Mont-Sainte-Aldegonde,4,119000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,2.0,4,0.0,7141
8370 Blankenberge,1,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,4,0.0,8370
8370 Blankenberge,4,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,2.0,4,0.0,8370
9500 Geraardsbergen,4,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,122.0,145.0,3.0,4,0.0,9500
6180 Courcelles,4,119000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,372.0,2.0,1,0.0,6180
1020 Laeken,1,119000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,1020
8650 Houthulst,4,119000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,268.0,2.0,1,0.0,8650
1070 Anderlecht,0,119000,2.0,3,1.0,0.0,1.0,6.0,0.0,0.0,33.0,0.0,2.0,5,0.0,1070
9300 Aalst,4,119000,2.0,2,0.0,0.0,0.0,0.0,1.0,160.0,0.0,265.0,2.0,1,0.0,9300
8530 Harelbeke,4,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,86.0,126.0,2.0,4,0.0,8530
9308 Aalst Hofstade,4,119000,2.0,2,0.0,0.0,0.0,0.0,1.0,160.0,0.0,265.0,2.0,1,0.0,9308
9500 Geraardsbergen,1,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,3.0,4,0.0,9500
6182 Courcelles Souvret,4,119000,3.0,2,0.0,0.0,1.0,40.0,0.0,0.0,172.0,400.0,4.0,1,0.0,6182
7141 Carnires,4,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,2.0,4,0.0,7141
1140 Evere,1,119000,1.0,4,0.0,0.0,1.0,4.0,0.0,0.0,50.0,0.0,2.0,4,0.0,1140
8400 Oostende,1,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,8400
8670 Koksijde,0,119000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,4,0.0,8670
8500 Kortrijk,4,119000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,2.0,4,0.0,8500
2610 Wilrijk,0,119000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,2610
2000 ANTWERPEN 2000,4,119000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,4,0.0,2000
2000 Antwerp,4,119000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,4,0.0,2000
2300 Turnhout,1,119000,1.0,4,0.0,0.0,1.0,6.0,0.0,0.0,55.0,0.0,2.0,2,0.0,2300
6031 Monceau-sur-Sambre,4,119000,2.0,2,0.0,0.0,1.0,37.0,1.0,71.0,125.0,152.0,2.0,4,0.0,6031
6030 Marchienne-au-Pont,4,119000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,119.0,100.0,2.0,4,0.0,6030
4170 Comblain-au-Pont,4,119000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,102.0,3.0,2,0.0,4170
6030 Marchienne-au-Pont,4,119000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,155.0,85.0,2.0,4,0.0,6030
6838 Corbion,4,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,4,0.0,6838
7011 Ghlin,1,119000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,3.0,4,0.0,7011
7011 Ghlin,1,119000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3.0,4,0.0,7011
8670 Koksijde,0,119000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,5,0.0,8670
7011 Ghlin,1,119000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,3.0,4,0.0,7011
4102 Seraing,4,119000,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,147.0,140.0,2.0,2,0.0,4102
6040 Charleroi Jumet,4,119000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,370.0,2.0,4,0.0,6040
8670 Koksijde,0,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8670
6230 Pont--Celles,1,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,4,0.0,6230
4000 Lige,1,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4000
6000 Charleroi,1,119000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,2.0,4,0.0,6000
8000 Brugge,4,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,3,0.0,8000
4020 Lige,0,119000,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,4,0.0,4020
4020 Lige 2,1,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,4,0.0,4020
8370 Blankenberge,1,119000,1.0,2,0.0,0.0,1.0,3.0,0.0,0.0,48.0,0.0,2.0,4,0.0,8370
4682 Houtain-Saint-Simon,4,119000,2.0,2,0.0,0.0,0.0,0.0,1.0,200.0,120.0,435.0,4.0,0,0.0,4682
4400 Flemalle,4,119000,2.0,2,0.0,0.0,1.0,16.0,1.0,170.0,107.0,235.0,2.0,4,0.0,4400
8370 Blankenberge,0,119000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,8370
4800 Verviers,1,119000,1.0,2,0.0,0.0,1.0,4.0,0.0,0.0,91.0,0.0,2.0,4,0.0,4800
8370 Blankenberge,1,119000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,4,0.0,8370
8400 Oostende,1,119000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8400
