locality,proprety_type,price,bedrooms,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool,commune_code
6061 Montignies-sur-Sambre,4,35000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,6061
6183 Trazegnies,4,35000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6183
6020 Dampremy,4,35000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,6020
6592 Monceau-Imbrechies,4,35000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6592
7390 Quaregnon,4,35000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,94.0,44.0,2.0,1,0.0,7390
5575 Willerzie,4,35000,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,2.0,0,0.0,5575
5620 Saint-Aubin,4,35000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,2.0,4,0.0,5620
6224 Wanferce-Baulet,4,35000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,2.0,1,0.0,6224
7012 Jemappes,4,35000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7012
7860 Lessines,4,37500,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7860
5580 Jemelle,4,39000,2.0,0,0.0,0.0,0.0,0.0,1.0,10.0,120.0,99.0,2.0,4,0.0,5580
8400 Oostende,4,39000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8400
6061 Montignies-sur-Sambre,4,39000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,2.0,5,0.0,6061
3920 Lommel,4,39000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,3920
8200 Sint-Andries,4,39400,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,4,0.0,8200
3920 Lommel,4,39500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,3920
7100 HAINE-SAINT-PIERRE,4,39999,2.0,0,0.0,0.0,1.0,7.0,1.0,56.0,62.0,95.0,2.0,1,0.0,7100
5580 Rochefort Han-sur-Lesse,0,40000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,1,0.0,5580
4100 Seraing,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,76.0,114.0,2.0,1,0.0,4100
7012 Jemappes,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,94.0,150.0,2.0,1,0.0,7012
8930 Menen,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,2.0,2,0.0,8930
5550 Membre,0,40000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,4,0.0,5550
4480 Engis,1,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4480
7170 Manage,4,40000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,2.0,1,0.0,7170
7390 Quaregnon,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,1,0.0,7390
6567 Merbes-le-Chteau,4,40000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,173.0,370.0,2.0,4,0.0,6567
7160 Chapelle-lez-Herlaimont,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7160
7390 Quaregnon,4,40000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7390
7350 Hensies,4,40000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,3.0,4,0.0,7350
5660 Brly,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,2.0,4,0.0,5660
6041 Gosselies,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6041
7131 Waudrez,4,40000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,2.0,4,0.0,7131
7380 Quivrain,4,40000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,2.0,4,0.0,7380
6250 ROSELIES,5,40000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,132.0,950.0,4.0,4,0.0,6250
3690 Zutendaal,3,40000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1879.0,2.0,4,0.0,3690
6200 Chtelet,4,40000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2.0,1,0.0,6200
6560 Erquelinnes,4,40000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,82.0,232.0,2.0,4,0.0,6560
9600 Ronse,4,42500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,4,0.0,9600
7011 Ghlin,4,43000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7011
7012 Flnu,4,43000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,50.0,3.0,1,0.0,7012
5540 Hastiere,3,44900,1.0,2,0.0,0.0,0.0,0.0,1.0,225.0,25.0,250.0,4.0,3,0.0,5540
6040 Jumet,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3.0,1,0.0,6040
5600 MERLEMONT,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,2.0,4,0.0,5600
5600 MERLEMONT,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,2.0,4,0.0,5600
7380 Quivrain,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,2.0,4,0.0,7380
6001 Marcinelle,1,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6001
6040 Jumet,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,332.0,2.0,4,0.0,6040
6040 Jumet,4,45000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,4,0.0,6040
7190 Ecaussinnes,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7190
5575 Willerzie,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,250.0,2.0,1,0.0,5575
6030 Marchienne-au-Pont,4,45000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,340.0,2.0,4,0.0,6030
5650 Yves-Gomeze,4,45000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0,3.0,0,0.0,5650
6044 Roux,4,45000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,3.0,2,0.0,6044
6500 Beaumont,4,45000,2.0,2,0.0,0.0,0.0,0.0,1.0,270.0,0.0,310.0,4.0,0,0.0,6500
7340 WASMES,4,45000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,2.0,4,0.0,7340
7301 Hornu,4,45000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7301
6020 Dampremy,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6020
6560 Erquelinnes,4,45000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,4,0.0,6560
4260 Ville-en-Hesbaye,4,46000,5.0,4,0.0,0.0,1.0,11.0,1.0,950.0,341.0,1345.0,4.0,2,0.0,4260
7100 La Louviere,4,46000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,63.0,35.0,2.0,1,0.0,7100
4570 Marchin,4,47000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4570
7390 Quaregnon,4,49000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,330.0,3.0,0,0.0,7390
6040 Jumet,4,49000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,78.0,2.0,1,0.0,6040
7600 Peruwelz,4,49000,1.0,2,0.0,0.0,0.0,0.0,1.0,500.0,0.0,570.0,2.0,0,0.0,7600
4051 Vaux-sous-Chvremont,4,49000,2.0,0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,86.0,3.0,0,0.0,4051
4032 Chne,4,49000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0,0.0,4032
7390 Quaregnon,4,49000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.0,2.0,2,0.0,7390
6060 Charleroi Gilly,4,49000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,65.0,700.0,4.0,0,0.0,6060
4190 Ferrires,3,49000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,253.0,4.0,1,0.0,4190
8370 Blankenberge,0,49000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,4,0.0,8370
5670 OIGNIES-EN-THIRACHE,4,49000,2.0,4,0.0,0.0,0.0,0.0,1.0,998.0,42.0,1004.0,4.0,1,0.0,5670
7340 WASMES,4,49000,2.0,0,0.0,0.0,0.0,0.0,1.0,270.0,0.0,270.0,2.0,4,0.0,7340
6590 Momignies,4,49000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,3.0,4,0.0,6590
6040 Jumet,1,49000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6040
8370 Blankenberge,4,49500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8370
7110 Maurage,4,49500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,0.0,7110
6200 Chtelet,1,49500,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,4,0.0,6200
4400 FLMALLE-GRANDE,4,49500,2.0,2,0.0,0.0,1.0,16.0,0.0,0.0,116.0,147.0,2.0,1,0.0,4400
6000 Charleroi,0,49999,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6000
5540 Hastire-Lavaux,4,50000,2.0,4,0.0,0.0,0.0,0.0,1.0,500.0,76.0,500.0,2.0,1,0.0,5540
4340 Awans,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,82.0,221.0,2.0,1,0.0,4340
4030 Grivegne,4,50000,2.0,2,0.0,0.0,0.0,0.0,1.0,90.0,0.0,174.0,2.0,1,0.0,4030
7340 Paturages,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,136.0,320.0,3.0,1,0.0,7340
4432 Alleur,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,140.0,279.0,2.0,1,0.0,4432
7340 Colfontaine,4,50000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,70.0,200.0,2.0,1,0.0,7340
4420 Tilleur,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,2.0,1,0.0,4420
7012 Jemappes,4,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,89.0,5.0,2.0,1,0.0,7012
2100 Antwerp,0,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,4,0.0,2100
4032 Chne,4,50000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,120.0,2.0,1,0.0,4032
1080 Molenbeek-Saint-Jean,1,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1080
3000 Leuven,1,50000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,3000
7370 ELOUGES,4,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,1,0.0,7370
3000 Leuven,1,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,3000
7600 Pruwelz,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,2.0,1,0.0,7600
7340 Colfontaine,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,443.0,3.0,1,0.0,7340
7134 Leval-Trahegnies,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,2.0,1,0.0,7134
4000 Lige,1,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4000
7340 Wasmes,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,92.0,170.0,2.0,4,0.0,7340
8930 Menen,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,2.0,1,0.0,8930
5600 MERLEMONT,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,2.0,4,0.0,5600
5600 MERLEMONT,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,2.0,4,0.0,5600
5600 MERLEMONT,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,2.0,4,0.0,5600
7700 Mouscron,4,50000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,1,0.0,7700
2180 Ekeren,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,1,0.0,2180
8400 Oostende,1,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8400
7380 Quivrain,4,50000,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,2.0,4,0.0,7380
5660 Couvin,4,50000,4.0,0,0.0,0.0,1.0,24.0,0.0,0.0,166.0,143.0,1.0,4,0.0,5660
6971 Champlon,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,4.0,1,0.0,6971
5300 Andenne,4,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,2.0,4,0.0,5300
6690 Bihain,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,6690
6941 Izier,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,6941
5621 Hanzinelle,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,2.0,2,0.0,5621
6030 Marchienne-au-Pont,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,2.0,4,0.0,6030
1930 Zaventem,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,2.0,4,0.0,1930
6060 Gilly,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,2.0,2,0.0,6060
7110 Houdeng-Aimeries,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,2.0,1,0.0,7110
4870 Nessonvaux,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,3.0,0,0.0,4870
7300 Boussu,1,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,7300
4671 Housse,4,50000,4.0,2,0.0,0.0,0.0,0.0,1.0,1235.0,0.0,1385.0,3.0,5,0.0,4671
7340 Colfontaine,4,50000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7340
6150 Anderlues,4,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,363.0,2.0,1,0.0,6150
7602 Bury,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,2.0,1,0.0,7602
7971 Bascles,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,2.0,1,0.0,7971
7340 PTURAGES,4,50000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2.0,4,0.0,7340
5651 Thy-le-Chateau,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,4,0.0,5651
6041 Gosselies,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,2.0,1,0.0,6041
7130 Binche,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,4,0.0,7130
7600 Pruwelz,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,147.0,170.0,4.0,4,0.0,7600
7012 Jemappes,4,50000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7012
7110 Houdeng-Aimeries,4,50000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,425.0,2.0,1,0.0,7110
6000 Charleroi,1,50000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0,4,0.0,6000
7191 Ecaussinnes,4,51000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,2.0,4,0.0,7191
7134 Ressaix,4,51000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,3.0,0,0.0,7134
6020 Dampremy,4,51000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6020
7340 Colfontaine,4,52500,2.0,2,0.0,0.0,0.0,0.0,1.0,1300.0,85.0,1385.0,3.0,1,0.0,7340
8890 Moorslede,4,53790,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8890
4020 Liege,0,54000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,4,0.0,4020
7080 Frameries,4,54000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,3.0,0,0.0,7080
6061 Montignies-sur-Sambre,4,54000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,3.0,0,0.0,6061
4020 Lige,1,55000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,4,0.0,4020
8400 Oostende,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8400
8620 Nieuwpoort,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8620
9000 Gent,0,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,9000
6040 Jumet,4,55000,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,3.0,4,0.0,6040
5650 Yves-Gomeze,4,55000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,3.0,1,0.0,5650
7340 Colfontaine,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,230.0,2.0,4,0.0,7340
6183 Trazegnies,4,55000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6183
6940 Barvaux-sur-Ourthe,3,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,282.0,4.0,4,0.0,6940
7321 Blaton,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,2.0,1,0.0,7321
5500 Dinant,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,112.0,131.0,2.0,4,0.0,5500
5550 MEMBRE-SUR-SEMOIS,1,55000,1.0,4,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,5,0.0,5550
5030 Gembloux,4,55000,2.0,4,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,5,0.0,5030
8660 De Panne,0,55000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,4,0.0,8660
7940 Brugelette,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7940
8420 Wenduine,0,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2,0.0,8420
5540 Hastire-Lavaux,3,55000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,320.0,4.0,4,0.0,5540
6000 Charleroi,0,55000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6000
5650 Yves-Gomeze,4,55000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,2,0.0,5650
1367 Ramillies,3,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0,1367
7012 Jemappes,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,4,0.0,7012
7600 Pruwelz,4,55000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,122.0,78.0,2.0,4,0.0,7600
7340 PATURAGES,4,55000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,2.0,4,0.0,7340
7340 WASMES,4,55000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2.0,4,0.0,7340
5540 Hastiere,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,5540
5660 Couvin,4,55000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,4,0.0,5660
7340 Colfontaine,4,55000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7340
8870 Izegem,4,55000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,125.0,158.0,2.0,4,0.0,8870
7100 La Louvire,0,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7100
7500 Tournai Ere,4,55000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,173.0,3.0,1,0.0,7500
6060 Gilly,4,55000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,6060
7020 Nimy,4,55000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,7020
6060 Gilly,4,56000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,107.0,2.0,4,0.0,6060
5170 Profondeville,0,56000,2.0,4,0.0,0.0,0.0,0.0,1.0,60000.0,27.0,0.0,2.0,4,0.0,5170
4621 Flron,4,57000,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,260.0,2.0,2,0.0,4621
6044 Roux,4,57000,1.0,4,0.0,0.0,0.0,0.0,1.0,61.0,80.0,0.0,2.0,1,0.0,6044
6000 Charleroi,0,58000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,4,0.0,6000
8660 La Panne,1,58000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,2,0.0,8660
7340 Colfontaine,4,58000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2.0,1,0.0,7340
6220 Fleurus,4,58000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,170.0,2.0,1,0.0,6220
7340 WASMES,4,58000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2.0,4,0.0,7340
6820 Florenville,4,58000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,4,0.0,6820
6560 Solre-sur-Sambre,4,58500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,127.0,80.0,3.0,1,0.0,6560
4020 Lige,1,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,4,0.0,4020
4040 Herstal,4,59000,1.0,4,0.0,0.0,1.0,9.0,0.0,0.0,65.0,49.0,2.0,4,0.0,4040
7370 Dour,4,59000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,106.0,67.0,2.0,1,0.0,7370
6041 Gosselies,4,59000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,2,0.0,6041
9506 Idegem,0,59000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0,9506
6200 Chtelet,0,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,2.0,4,0.0,6200
2260 TONGERLO,3,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,933.0,4.0,2,0.0,2260
7100 La Louviere,4,59000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,65.0,2.0,1,0.0,7100
8370 Blankenberge,1,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,8370
6830 Les Hayons,4,59000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,2.0,1,0.0,6830
6041 Gosselies,4,59000,2.0,0,0.0,0.0,0.0,0.0,1.0,20.0,80.0,0.0,2.0,3,0.0,6041
6041 Gosselies,4,59000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,4,0.0,6041
7500 ERE,4,59000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,2.0,0,0.0,7500
6030 Marchienne-au-Pont,4,59000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,6030
5680 GOCHENE,4,59000,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,250.0,3.0,1,0.0,5680
5670 Vierves-sur-Viroin,3,59000,2.0,4,1.0,0.0,1.0,9.0,0.0,0.0,45.0,150.0,4.0,4,0.0,5670
6560 Erquelinnes,4,59000,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,89.0,2.0,2,0.0,6560
7340 Colfontaine,4,59000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0.0,7340
7170 Manage,4,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,1,0.0,7170
6590 Momignies,4,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,3.0,4,0.0,6590
7012 FLNU,4,59000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,4,0.0,7012
3600 Genk,0,59000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,4,0.0,3600
6044 Roux,4,59000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0,6044
6060 Charleroi Gilly,4,59900,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,83.0,67.0,2.0,2,0.0,6060
6141 FontainelEvque Forchiesla-Marche,4,59900,1.0,0,0.0,0.0,0.0,0.0,1.0,179.0,51.0,0.0,2.0,1,0.0,6141
6031 Charleroi,4,59900,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1,0.0,6031
7370 Dour,4,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,92.0,200.0,3.0,1,0.0,7370
7080 La Bouverie,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,141.0,150.0,2.0,1,0.0,7080
7340 Wasmes,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,164.0,170.0,3.0,1,0.0,7340
